"","Month","Method","Consumer-EU-Sales","Consumer-EU-Quantity","Consumer-APAC-Sales","Consumer-APAC-Quantity"
"1",49,"Auto ARIMA",49358.7051484683,626.200917576167,64494.8872027286,804.414272968253
"2",50,"Auto ARIMA",58063.62423726,786.605628852562,64494.8872027286,804.414272968253
"3",51,"Auto ARIMA",59714.3260702124,842.917933863304,64494.8872027286,804.414272968253
"4",52,"Auto ARIMA",54191.794908712,704.825763543042,64494.8872027286,804.414272968253
"5",53,"Auto ARIMA",56811.5545164004,768.627351864284,64494.8872027286,804.414272968253
"6",54,"Auto ARIMA",58010.8393960818,807.649677371608,64494.8872027286,804.414272968253
